Lap Distance,Cornering,Inclines,Camber,Grip,Wind (Avg. Speed),Temperature,Humidity,Air Density,Air Pressure,Wind (Gusts),Altitude,Roughness,Width,Rear Wing,Engine,Front Wing,Brake Balance,Differential,Suspension,Lap Time
2.9,77,27,30,16,74,38,80,18,44,44,64,37,64,500,128,441,132,265,1,56.582
3.4,81,7,76,13,54,37,17,86,16,38,18,42,15,314,36,333,247,161,1,66.194
4.5,40,42,45,14,67,31,18,28,78,80,70,77,70,222,108,190,352,40,1,87.074
3.1,92,59,69,14,42,8,8,46,78,46,72,78,23,500,1,264,147,1,1,59.258
4.4,81,43,35,74,38,13,62,14,88,96,55,56,66,283,63,299,404,222,176,84.524
3.7,69,52,45,61,63,28,84,16,47,99,17,34,22,500,76,360,1,1,131,70.675
4.1,53,97,95,31,48,12,78,98,21,30,86,87,59,500,101,263,296,456,125,78.658
4.2,3,28,46,68,34,11,8,76,9,87,1,13,78,22,132,156,72,1,379,80.9
4.2,90,31,92,33,29,27,78,54,80,95,42,90,79,448,86,153,386,327,274,80.732
3.1,22,36,20,21,91,31,94,48,70,76,16,73,19,429,21,266,1,1,60,59.336
3,71,29,59,47,71,36,85,76,8,47,25,32,6,500,1,437,1,92,1,57.502
4.8,16,26,60,35,9,13,25,46,99,72,14,41,79,120,76,1,1,40,302,92.323
4,16,83,89,58,53,25,84,82,39,81,73,16,22,254,261,134,115,166,207,77.511
4.7,46,33,14,66,0,34,25,19,79,26,41,99,44,196,1,1,243,131,164,89.033
3.2,76,13,8,77,42,26,20,85,94,15,29,64,43,71,172,1,376,235,231,61.807
2.9,58,70,55,89,2,9,88,98,93,21,84,95,85,202,378,163,245,500,312,56.907
4.2,9,38,18,81,50,15,73,50,32,64,63,88,15,309,37,228,1,1,189,79.462
4.5,50,10,67,84,59,29,14,16,84,16,68,48,97,116,62,175,221,194,238,86.35
3.2,50,64,41,92,61,7,55,11,99,13,56,8,3,311,1,141,29,1,227,60.766
4.6,12,61,14,15,58,21,95,77,76,33,35,21,75,55,281,1,1,1,228,90.004
4.3,63,63,19,9,80,15,31,88,26,94,60,81,1,323,13,228,76,1,1,82.025
3.5,47,57,72,98,14,39,70,77,63,89,30,80,94,185,500,74,459,500,227,67.187
5,56,39,31,94,62,25,31,87,73,64,86,41,75,74,13,57,348,193,226,96.739
3.6,47,85,21,1,78,32,34,39,73,65,44,15,67,315,1,235,134,156,1,68.548
3.1,23,69,4,20,22,9,12,85,68,72,10,30,68,68,151,157,228,1,1,59.986
5.1,100,69,77,49,33,19,46,48,30,58,74,79,34,376,1,481,355,422,102,97.095
4.3,79,53,42,92,34,28,13,87,99,45,2,32,89,1,417,162,382,333,118,82.875
5.1,96,96,99,23,60,8,22,52,17,79,72,74,35,371,1,495,387,394,1,98.197
3.9,70,41,27,71,18,24,84,35,91,84,80,45,10,443,5,90,205,7,164,75.741
5.1,6,87,89,50,10,35,96,42,86,84,22,46,28,239,422,223,22,39,125,96.418
4.1,87,90,1,23,10,4,100,41,26,59,51,73,31,500,89,500,111,81,1,78.636
4.3,68,64,55,91,5,39,56,39,34,75,18,0,32,271,262,303,37,433,263,82.879
3.4,61,48,34,69,85,2,57,92,23,0,57,12,73,387,5,321,218,306,148,65.367
3.8,95,94,45,83,73,5,52,55,99,63,86,23,71,341,129,158,182,475,151,73.565
4.5,28,66,15,77,29,19,39,65,15,75,47,5,49,200,163,210,14,1,131,86.897
3.8,80,88,37,93,48,0,42,21,70,84,79,24,56,500,1,472,251,293,193,72.822
3.2,39,59,17,3,41,33,72,35,23,87,48,73,45,500,63,326,291,103,107,61.437
4.6,11,55,24,42,83,1,19,62,78,30,22,9,13,232,43,1,1,34,155,87.863
3.3,7,83,33,66,42,32,51,53,94,23,90,95,0,112,151,1,1,1,264,62.907
3.2,72,95,61,5,23,13,45,87,98,53,89,25,83,252,1,124,291,291,62,60.41
3.2,19,77,87,8,49,34,94,1,42,76,35,92,4,500,103,481,8,1,140,60.795
4.6,46,28,19,90,87,2,42,61,86,54,72,32,26,190,1,131,52,165,222,87.365
5.1,69,50,29,85,87,5,74,10,92,9,33,39,59,308,1,417,59,1,301,100.168
4.4,60,32,20,63,20,36,33,90,45,13,91,54,6,61,131,217,180,172,42,86.01
4.6,41,20,66,30,41,28,78,94,78,93,50,11,45,25,75,210,218,126,259,89.412
2.9,18,52,61,3,45,8,77,12,92,37,63,36,87,383,1,1,223,82,16,55.98
4.5,22,18,41,43,41,26,56,8,14,39,26,27,18,414,1,256,1,86,266,85.887
4.6,54,10,19,2,46,6,60,83,79,26,27,81,63,250,148,1,355,1,181,89.419
3.2,37,53,2,75,87,32,35,72,36,73,34,36,62,311,1,334,287,301,115,62.117
4.1,25,58,4,85,31,20,99,4,15,27,69,66,61,405,68,500,169,216,111,79.099
3.4,31,22,7,29,98,32,66,11,87,25,78,95,10,413,100,93,65,144,11,65.958
3.3,97,65,65,9,39,20,94,64,97,22,2,67,52,407,65,299,286,296,60,62.682
4.1,22,85,2,91,47,27,61,14,91,6,94,31,57,235,1,66,195,181,154,78.647
5,4,23,42,31,53,36,75,9,78,17,18,70,84,102,135,1,1,140,249,97.397
3.1,42,40,77,75,57,34,62,26,42,98,46,35,22,500,45,484,152,1,140,59.722
4.6,96,77,32,68,38,29,100,78,51,74,96,13,22,500,266,500,194,500,60,87.342
4.2,99,91,79,70,4,19,59,74,30,83,61,83,40,500,1,335,424,500,134,79.971
3.3,71,55,58,6,34,30,88,27,31,87,19,9,47,372,153,500,122,1,1,63.649
3.9,36,25,40,30,16,16,43,23,84,16,71,76,80,131,27,1,189,129,306,75.164
4.9,34,35,66,88,60,40,75,26,17,67,68,31,64,398,39,394,271,208,205,93.211
3.3,35,87,80,94,13,7,65,25,75,89,87,65,40,500,174,212,78,185,234,63.19
3.6,42,32,81,77,44,36,86,28,77,57,5,79,52,267,241,90,300,1,362,70.123
3,76,58,41,1,87,6,6,98,10,41,95,49,0,366,1,240,1,143,58,57.115
3.1,77,67,59,53,35,28,74,37,56,4,58,40,72,438,159,344,318,209,211,59.711
3.9,1,52,80,15,3,11,93,6,74,50,73,93,39,306,1,157,164,82,343,75.847
3.4,25,83,22,86,14,1,30,0,98,74,84,93,2,405,33,319,1,112,58,65.368
3.7,11,28,45,85,42,15,22,67,34,41,39,14,3,159,90,79,79,1,217,70.218
3,58,13,9,17,52,33,28,43,93,2,68,74,89,22,101,1,265,219,154,57.971
3.5,98,0,11,30,53,12,71,83,50,42,55,43,78,302,1,55,500,66,306,67.854
3.7,16,88,41,10,99,21,64,23,8,45,34,9,30,500,1,316,1,141,141,71.091
3.1,60,97,15,89,77,1,14,29,11,97,82,31,39,500,81,439,226,321,119,59.82
3.4,10,58,34,88,16,9,74,72,49,60,42,29,78,260,292,75,95,109,126,65.361
5.1,34,39,8,82,36,2,56,30,69,3,31,5,44,90,1,236,101,5,37,97.957
4,51,28,10,35,79,19,18,45,48,32,94,99,71,500,1,39,401,142,70,77.344
3.8,41,8,98,11,83,30,27,94,59,20,62,32,67,1,25,1,136,1,112,72.163
4,31,84,87,25,20,24,48,5,80,29,97,59,91,343,28,273,331,244,57,76.737
3.4,37,25,16,36,6,32,67,43,69,75,37,97,77,349,141,28,260,99,116,65.409
4.9,51,93,70,24,42,38,94,89,78,9,83,46,34,205,245,286,21,186,208,95.914
3.7,26,3,55,63,80,16,30,24,64,93,83,37,12,235,121,200,93,50,300,71.116
4,46,25,46,9,57,23,41,75,61,62,32,71,90,266,1,129,419,157,22,76.752
3.7,97,40,80,43,73,10,15,100,46,94,25,7,46,258,1,148,139,428,58,71.13
3.2,69,8,18,34,15,10,84,28,70,92,91,63,65,268,118,124,331,45,292,61.851
4.5,67,83,6,13,44,28,5,59,98,71,11,30,52,288,1,202,265,231,1,87.089
4,77,0,39,27,81,11,3,67,19,55,4,33,99,47,101,200,375,54,357,76.836
3.6,37,69,15,16,53,4,32,52,8,59,6,66,86,450,143,237,272,1,208,69.659
3.4,52,46,3,43,90,39,67,74,98,54,75,69,83,123,44,1,262,223,127,65.705
4.8,71,8,93,27,93,22,26,51,20,18,48,40,74,500,80,449,290,1,274,92.971
5,72,40,41,69,42,27,48,42,2,96,44,99,81,500,20,500,449,389,345,95.831
3,69,98,96,39,75,28,10,82,61,89,53,40,28,473,1,377,290,400,212,58.395
3.2,5,97,77,49,43,10,24,85,44,21,86,99,91,311,136,94,167,278,233,61.647
4.3,81,83,81,58,57,36,30,49,49,8,5,36,73,440,68,425,185,438,151,82.139
4.7,96,32,7,5,31,8,30,41,22,93,55,4,36,295,1,500,87,1,1,89.941
4.6,72,68,67,55,31,2,44,51,1,69,3,22,71,403,1,500,151,124,226,87.773
2.9,60,95,56,63,71,4,77,64,29,47,85,61,13,500,158,500,1,216,72,55.942
3,33,7,12,92,95,18,4,17,69,67,12,34,29,355,88,311,113,1,104,58.205
4.8,92,22,83,37,63,30,24,96,71,38,12,40,32,128,129,202,330,242,86,92.119
4.7,75,15,91,54,11,27,63,39,18,3,38,62,98,400,11,242,480,429,129,90.162
3.4,80,29,32,10,82,24,9,61,24,49,51,78,9,500,139,287,265,163,72,65.895
4.9,81,51,71,88,42,31,82,14,66,21,17,73,2,500,68,255,6,24,62,94.278
5,44,91,27,42,84,22,70,32,38,13,30,23,5,500,38,338,1,182,145,95.656
4.8,31,40,75,74,59,29,78,7,7,59,49,63,81,462,1,500,219,200,174,91.173
3.9,86,79,27,7,36,35,10,0,10,0,72,90,5,500,1,477,43,1,1,73.875
2.9,45,39,50,25,38,18,11,11,23,17,71,54,59,424,91,201,186,127,101,55.569
5.1,85,30,15,21,1,21,54,92,79,61,71,68,13,48,99,94,57,164,79,97.865
4.6,98,46,88,52,67,31,45,70,30,25,59,86,80,343,1,296,500,495,1,89.134
3.3,3,45,68,29,35,12,95,82,93,92,3,56,23,199,428,88,1,90,252,63.636
4.1,16,18,0,64,13,15,18,86,24,60,19,41,34,1,73,1,1,59,291,78.891
4.6,95,65,89,63,83,13,64,71,86,80,24,74,19,500,120,167,196,87,4,89.225
4.6,88,10,66,24,35,3,36,48,24,92,68,9,69,387,1,468,138,98,43,88.131
4.4,12,28,77,80,22,35,60,63,45,62,64,39,69,42,14,3,102,108,111,84.878
4.9,75,83,42,13,55,5,99,22,37,57,33,55,69,500,62,500,258,293,14,93.284
2.9,90,84,51,15,27,37,71,96,33,56,27,10,81,493,1,206,417,500,107,56.505
3.7,37,6,40,38,1,17,74,28,99,80,34,97,64,143,1,126,231,1,164,70.912
3.2,5,73,10,72,64,25,97,53,16,8,18,32,80,310,287,141,1,82,118,61.292
5,75,74,74,37,42,11,52,30,38,24,46,3,54,394,127,288,89,74,29,96.329
4.5,37,22,15,56,75,36,14,81,33,23,7,84,89,319,120,1,419,156,226,86.519
3.9,77,80,91,5,3,26,76,38,11,49,82,100,92,379,44,248,418,298,77,74.896
3,11,59,57,10,0,14,53,57,76,7,52,3,29,28,1,143,1,1,1,56.844
3.9,1,51,85,43,99,0,83,39,31,75,22,91,97,500,1,193,101,153,298,74.034
3,45,50,85,50,12,34,67,7,8,96,24,21,91,500,16,363,149,167,118,57.197
4.1,75,44,77,96,97,38,94,9,50,9,36,32,36,500,60,403,206,261,106,78.439
4.3,13,75,10,78,62,30,77,86,8,62,44,80,84,450,205,115,200,373,99,82.488
4.4,58,49,15,32,80,33,68,95,13,35,20,18,41,415,207,182,1,34,1,86.054
3.6,37,1,32,25,12,20,89,49,68,13,35,66,19,102,150,39,133,1,108,68.915
3.7,98,6,84,77,8,30,10,30,51,1,89,2,51,95,1,155,146,276,254,71.38
4.5,86,59,62,52,67,31,26,26,15,68,7,52,58,500,1,500,415,235,1,85.964
3.9,63,67,89,62,70,13,26,61,43,46,11,66,72,324,85,201,336,135,236,75.359
4.9,45,12,2,67,74,9,86,74,90,81,18,89,66,216,225,1,254,102,212,93.098
4.9,88,56,79,54,10,30,84,68,12,61,87,79,65,478,113,445,220,311,223,94.541
3.1,97,38,4,83,47,16,22,17,4,5,13,59,56,500,1,499,402,200,15,58.98
4.2,33,89,33,74,78,25,65,65,12,9,91,52,92,484,21,206,311,255,83,80.731
4.9,63,5,91,73,60,20,78,4,85,45,63,68,53,488,12,309,219,1,308,93.298
4.7,56,48,10,46,40,28,55,52,44,91,94,95,41,453,1,127,347,249,181,90.642
5,8,64,76,13,89,24,86,66,7,44,91,80,14,415,1,148,12,1,21,95.456
4.3,51,20,2,39,32,2,73,77,14,37,46,76,14,313,1,301,50,1,1,81.654
5,72,11,2,27,73,6,65,20,27,13,79,44,20,329,1,483,83,153,224,97.235
4.5,89,40,87,93,67,4,64,98,43,5,16,28,50,137,237,231,85,380,157,87.121
3.5,25,13,13,11,35,38,38,44,26,98,86,85,83,444,1,248,185,1,114,67.109
3.4,81,94,35,99,72,5,72,92,39,68,77,85,29,484,353,500,354,389,221,65.876
4.9,74,41,98,44,9,17,58,48,79,79,91,28,51,235,1,79,139,88,61,93.224
3.4,39,49,37,81,52,19,2,19,42,48,86,13,80,271,1,138,207,263,39,65.964
3.8,83,90,39,46,76,3,68,80,60,4,94,43,60,334,146,301,112,393,1,73.957
3,29,54,14,32,97,8,32,67,93,97,91,62,19,246,1,48,158,1,1,57.398
3.4,62,53,30,66,93,24,93,43,31,33,22,5,53,500,11,487,164,115,97,64.857
4,44,90,63,5,96,24,68,44,56,76,89,30,46,399,1,404,71,219,179,77.011
4.1,87,95,73,9,68,6,67,89,21,77,74,1,74,362,135,500,323,462,30,79.863
5,56,61,87,93,91,36,15,13,69,33,69,1,66,305,1,419,221,388,272,96.789
4.9,77,97,11,40,8,5,36,8,69,32,3,55,63,500,1,294,258,154,20,92.983
4.2,0,79,51,23,0,17,78,86,2,70,89,39,11,142,85,173,1,146,1,81.801
4,91,16,80,68,78,30,60,92,12,42,5,43,52,407,44,492,156,131,135,77.476
2.9,49,82,37,89,56,22,69,53,83,93,50,9,9,344,271,254,1,1,161,54.901
4.7,42,98,96,14,83,3,55,97,61,74,57,90,13,333,2,300,99,175,168,90.688
3.6,78,18,62,24,33,25,40,98,1,85,21,5,59,267,142,463,179,80,1,69.529
4.9,25,2,83,3,48,25,8,10,1,26,86,98,73,275,46,368,399,120,279,95.698
3.7,16,46,70,93,53,18,58,8,90,93,54,83,61,294,1,145,244,1,204,71.217
4.3,65,80,46,58,64,1,2,24,3,3,88,7,68,500,1,496,1,178,191,82.528
3.5,71,46,82,99,4,31,98,20,83,20,89,6,51,388,325,178,242,236,220,67.415
4,10,8,48,28,72,16,39,33,56,1,69,56,2,285,72,1,1,8,251,76.615
4.3,49,5,47,23,61,7,79,49,96,96,95,60,11,63,1,117,1,1,209,81.718
4.8,86,65,18,39,42,20,54,59,14,9,83,99,27,454,1,288,204,153,1,91.801
2.9,5,58,2,91,66,11,11,95,70,99,43,43,27,1,134,1,100,133,58,55.987
4.8,24,41,64,30,83,13,65,39,52,34,30,18,29,499,86,308,58,61,17,93.131
3.8,25,97,35,81,98,15,99,7,11,16,61,61,44,453,1,465,129,258,1,72.893
3.1,68,40,80,65,87,19,5,69,76,80,19,9,87,284,60,133,262,288,139,58.994
4.4,12,78,47,9,6,9,64,81,83,49,43,90,0,200,29,1,1,1,1,83.128
3.8,3,89,43,12,2,20,30,39,37,91,15,50,19,227,76,1,1,1,205,72.62
5,24,51,29,67,47,31,80,78,50,32,26,58,78,379,180,76,261,141,174,95.733
3.4,1,61,91,12,4,21,85,56,26,9,25,51,58,129,130,72,19,1,237,64.556
4.7,48,32,36,1,18,5,69,29,37,58,16,84,97,248,1,131,420,1,134,90.245
3.6,10,34,2,12,55,29,12,47,2,15,55,3,9,228,124,275,1,59,3,68.71
3.9,49,29,51,11,76,33,33,16,79,37,32,69,91,317,148,305,259,1,48,75.823
3,38,90,15,52,77,11,15,75,26,32,30,49,95,326,1,310,114,422,251,58.246
4.6,55,77,92,20,49,32,1,23,53,34,13,10,58,424,30,260,272,1,1,88.889
3.5,20,27,86,21,24,13,47,32,7,28,8,97,27,480,1,124,114,83,46,67.285
5.1,53,59,24,24,16,29,16,42,79,63,7,38,99,118,1,15,349,300,214,97.96
4.6,5,57,50,93,28,25,21,53,6,19,13,33,70,153,121,291,71,1,337,88.921
4.9,71,7,65,20,23,30,74,82,29,4,42,34,46,187,1,96,243,95,155,92.54
4.4,98,58,42,25,98,2,7,37,84,88,70,52,8,431,97,462,112,1,105,84.25
3.4,85,67,19,47,95,7,83,96,33,50,19,3,13,500,1,384,1,210,92,64.793
3.8,41,29,67,14,16,20,52,56,51,1,21,11,33,85,23,258,99,1,227,72.954
4,32,80,5,0,75,16,29,99,76,75,76,22,21,185,151,121,1,1,119,77.063
3.3,50,100,51,51,94,37,48,97,84,50,75,87,16,439,241,217,255,378,111,63.071
3.1,72,74,88,47,82,13,96,53,37,86,94,67,35,460,100,500,228,54,147,59.539
4.7,77,61,4,14,36,6,45,50,93,6,1,9,95,163,1,207,272,334,25,89.613
3.7,57,56,23,71,85,21,79,19,40,72,90,59,73,500,1,437,224,309,138,70.066
3,94,4,94,44,53,19,60,79,50,9,91,84,23,352,49,152,317,60,292,57.045
3.2,9,70,64,67,14,19,13,94,34,80,34,42,51,12,115,160,1,1,32,61.643
3.4,90,13,5,93,81,39,4,81,80,43,29,56,33,113,73,255,285,300,84,65.017
3.7,67,74,50,95,78,34,81,37,76,53,84,58,66,500,159,234,362,500,129,71.07
4.3,95,42,21,68,84,14,36,98,67,39,73,2,60,228,172,268,186,230,169,82.988
3.7,7,96,75,13,72,34,16,71,61,96,6,23,88,322,199,210,107,278,119,70.801
3.5,44,42,64,83,36,16,88,68,25,76,3,93,20,436,224,97,200,185,141,67.288
3.2,67,39,61,93,15,3,96,2,3,23,18,29,12,500,1,495,48,101,168,60.136
4.7,98,64,62,95,29,35,13,43,36,56,41,32,10,500,69,372,109,417,59,89.89
4.2,96,68,18,82,43,29,98,74,8,28,39,78,86,473,121,425,377,500,70,79.753
4.9,16,29,30,91,30,33,75,31,79,32,55,71,15,135,69,183,46,1,89,94.654
4,70,16,41,89,97,7,30,57,40,67,19,87,77,330,1,339,336,170,353,76.39
3,10,10,11,16,23,35,96,55,26,65,38,3,57,158,177,253,24,150,21,58.223
3.2,55,65,10,17,98,18,31,4,72,23,83,4,76,500,65,368,292,163,156,61.98
4,63,68,83,60,75,28,33,53,58,44,11,4,49,404,1,224,173,211,232,77.011
3.3,42,28,55,42,99,28,63,72,64,1,60,7,15,228,1,78,28,1,53,62.863
4,50,36,77,89,29,13,3,77,97,60,38,45,35,1,2,65,44,1,349,76.833
4.2,33,69,44,96,7,9,45,40,80,69,76,44,92,194,1,228,299,241,214,80.308
3.3,34,84,22,60,48,5,70,79,57,36,19,30,9,397,184,265,1,150,208,63.918
4.9,12,84,28,7,67,10,65,42,17,16,69,92,16,404,1,269,1,1,36,92.499
4.9,27,67,22,56,38,25,54,2,84,20,18,14,27,493,1,124,1,41,140,93.804
3,41,16,8,73,97,36,33,47,83,3,28,90,47,402,1,125,299,111,320,57.659
4.5,73,41,36,3,92,1,10,58,91,96,4,63,50,420,1,256,240,117,49,86.007
4.2,3,82,40,57,26,14,28,42,69,100,67,3,90,2,71,73,54,185,64,81.175
3.7,92,93,33,76,14,18,23,26,100,45,62,55,21,265,78,230,173,388,88,70.445
3,24,36,19,48,30,15,72,50,44,58,17,26,71,345,1,145,1,59,117,57.192
3.8,48,22,99,76,19,6,69,34,55,57,3,73,53,198,1,245,305,10,386,73.62
3.7,26,30,52,81,60,30,53,43,98,32,2,51,5,187,337,1,1,115,220,70.658
4,6,2,97,7,68,23,42,53,11,43,71,91,39,217,1,79,92,1,367,75.608
3.6,54,47,35,58,19,1,90,23,24,7,86,95,69,376,16,391,134,1,142,69.377
3.4,59,0,38,93,61,33,100,38,53,53,60,81,51,423,171,46,264,93,257,65.571
3.3,90,96,46,11,92,2,36,33,69,94,83,53,65,382,1,490,318,155,1,62.753
3.9,80,23,28,12,22,8,17,59,71,54,90,20,3,85,1,202,46,16,159,74.145
3.9,87,22,60,73,100,19,25,67,15,58,6,92,20,500,1,358,140,192,272,74.873
3.2,52,53,44,99,27,16,99,20,75,25,20,80,2,413,467,186,83,237,275,61.545
3.4,81,31,17,78,20,39,89,89,87,4,85,84,37,276,275,48,316,289,217,64.797
3.3,32,78,15,77,78,15,14,81,77,64,65,60,62,244,210,243,49,209,215,63.854
3.2,34,75,21,44,12,22,49,56,67,93,15,53,89,233,28,77,96,112,79,62.008
3.2,35,76,65,60,95,3,1,1,73,52,43,91,89,402,80,315,171,188,65,62.542
3.6,2,50,50,17,97,14,69,14,1,41,44,86,20,434,1,485,1,1,141,68.108
4.9,72,8,39,45,71,1,70,67,22,39,29,99,30,363,36,249,120,1,166,93.661
3.5,6,32,66,6,28,27,43,54,32,86,58,65,32,279,1,1,1,107,151,66.976
3.6,47,37,7,74,81,20,38,22,38,52,44,20,44,419,91,347,92,1,194,68.186
5,50,97,15,92,28,21,40,14,84,90,80,23,54,500,123,257,17,385,80,96.029
4.8,5,8,55,85,19,5,40,44,5,29,80,34,49,218,1,131,38,55,406,91.368
4.2,8,91,22,94,93,29,91,50,63,93,94,91,31,500,190,87,1,262,313,82.143
3.5,57,73,82,23,31,36,9,64,43,37,73,6,17,238,110,252,99,45,46,66.261
3.2,27,94,8,74,34,27,90,73,79,1,61,16,67,156,170,157,151,183,1,62.317
4.4,74,73,21,83,98,4,37,82,45,44,70,46,10,390,1,347,152,190,140,83.767
4.4,66,68,15,54,25,32,69,37,5,18,55,17,36,439,1,500,80,151,13,83.555
4,24,62,58,42,50,14,97,34,33,7,32,70,10,332,184,167,168,1,52,77.874
3.8,59,62,92,44,63,5,6,56,30,89,4,34,75,475,1,397,275,165,212,72.933
4.7,80,12,55,93,38,13,93,72,2,51,39,1,99,381,56,491,431,500,354,90.664
4.3,13,2,83,78,15,18,63,62,39,92,64,55,8,1,136,6,1,1,296,81.623
3.7,15,65,88,91,75,24,28,77,93,80,86,48,71,270,298,110,140,26,387,72.503
5.1,48,99,95,61,44,1,42,60,82,35,84,20,18,489,78,288,22,18,30,97.843
3.9,77,66,54,70,60,38,57,5,1,62,83,41,85,366,1,419,325,262,146,74.613
4.5,42,95,100,34,18,25,90,76,49,96,55,4,25,318,146,470,137,294,1,87.6
3.1,93,3,15,24,22,18,53,24,33,40,77,27,30,451,1,296,223,106,190,59.418
4.6,39,72,2,37,1,7,58,14,50,23,70,91,93,260,64,294,478,60,170,89.526
3.8,91,75,92,33,61,3,71,71,40,77,67,98,80,500,1,345,418,329,277,72.134
5,38,93,60,53,73,29,98,66,81,86,70,80,38,382,409,353,20,333,162,96.965
4.6,82,69,15,26,72,26,79,98,46,50,27,30,42,369,50,154,170,328,165,88.313
3.5,96,52,73,26,26,23,63,13,19,99,75,26,24,354,1,441,69,71,1,67.477
5,13,89,62,33,61,15,7,12,45,2,82,42,42,432,19,361,1,140,58,96.236
4.6,5,37,41,88,92,11,13,74,37,50,68,7,41,68,35,146,52,51,358,88.189
3,46,70,47,87,87,30,56,95,97,46,15,48,18,129,480,97,147,196,166,56.754
3,77,75,3,42,47,26,10,8,20,89,21,17,75,338,1,426,194,128,1,57.665
5,81,88,25,9,36,19,32,76,71,18,14,1,68,378,1,208,105,99,156,97.272
3.4,32,30,87,96,46,9,77,62,5,86,4,42,8,500,217,203,1,59,161,65.595
4.3,46,63,91,35,12,5,87,88,64,9,26,41,66,289,1,80,276,210,47,83.375
4.6,8,9,59,100,90,26,4,88,94,71,78,91,1,148,325,1,31,122,492,88.865
4.8,94,46,92,56,8,17,24,87,42,13,73,33,64,139,68,363,240,191,38,93.586
4.1,93,40,55,7,63,29,87,88,51,96,73,0,6,433,1,282,51,226,132,79.067
3.7,79,58,2,72,17,29,87,71,44,48,79,44,97,263,136,256,441,500,1,71.06
3.4,66,36,7,74,60,6,31,26,6,34,5,7,78,500,1,500,127,200,1,65.062
4.8,65,78,100,61,40,18,73,53,72,60,87,38,21,500,109,347,41,190,23,93.026
2.9,73,68,13,22,99,29,50,75,42,77,73,25,47,500,1,329,192,239,74,54.903
3.1,86,1,67,47,83,35,49,21,38,96,58,96,92,363,151,381,358,46,180,60.531
4,91,16,84,73,38,15,55,14,29,99,49,52,11,500,50,500,36,93,72,76.842
3.9,60,1,6,19,48,20,94,48,7,96,98,29,77,310,128,476,176,1,5,75.693
4.8,37,45,61,38,85,39,60,58,34,0,46,99,90,367,130,75,500,267,157,92.627
4.3,76,25,62,71,7,25,47,74,90,2,84,89,64,30,1,123,222,268,232,82.496
3.3,6,43,95,94,88,22,48,43,90,50,66,41,36,315,79,177,1,1,312,63.434
3.8,21,72,28,14,33,15,18,3,13,7,10,57,72,500,144,237,1,1,6,73.753
3.8,23,26,78,11,23,27,78,26,57,49,24,27,26,247,108,12,184,1,69,73.369
4.8,48,93,41,12,91,9,69,97,1,63,68,95,31,383,1,500,320,138,112,92.327
3.7,44,41,55,27,70,9,36,36,7,45,46,8,80,500,60,432,191,89,223,70.968
4.6,71,99,43,1,13,27,45,55,39,6,81,32,73,500,114,432,290,270,93,88.207
4.9,58,22,41,44,76,17,71,49,54,79,59,29,39,485,140,227,227,82,251,95.408
4.9,73,24,51,95,62,13,93,36,99,58,21,87,8,317,315,51,1,189,97,94.342
4.9,61,18,27,99,51,14,10,32,8,94,78,81,10,417,87,458,1,1,415,95.01
3.5,23,9,19,95,100,4,92,25,51,63,54,47,79,425,55,144,271,1,203,67.854
4.7,11,8,95,94,91,29,83,53,11,59,2,3,67,454,343,136,174,1,209,92.448
4.6,81,96,17,7,81,16,91,70,23,94,67,22,3,443,1,387,190,152,1,88.276
4.1,31,7,92,60,66,27,97,3,12,72,73,68,38,500,1,320,1,1,252,77.76
4.8,17,63,14,43,93,5,81,41,71,40,5,99,88,499,151,109,448,133,133,92.455
4.4,33,20,97,43,17,33,75,70,76,58,80,33,52,126,1,1,211,1,217,83.947
4.2,76,1,88,70,26,22,19,91,17,50,70,11,47,1,67,249,209,1,282,80.459
4.1,51,5,84,61,39,34,71,82,76,14,98,3,90,144,148,97,134,87,101,79.929
3.4,19,67,91,17,25,18,85,33,11,9,2,98,47,500,1,178,319,45,237,65.234
2.9,93,24,0,0,67,33,17,43,6,67,41,98,23,500,1,458,391,27,1,54.351
4.2,50,20,1,77,84,6,74,96,89,98,78,16,85,153,202,1,65,94,51,81.591
4.8,19,30,36,5,27,13,17,50,1,78,29,77,63,429,1,434,140,1,239,91.607
3.1,100,11,42,67,17,16,50,62,64,63,68,19,3,435,101,348,39,262,97,60.002
5,2,37,82,54,2,36,62,64,11,0,81,41,94,199,85,5,234,34,377,96.915
2.9,25,45,39,86,97,7,6,46,53,0,18,24,33,208,8,275,109,1,198,55.404
4,8,62,20,26,9,6,20,30,65,98,35,69,28,61,8,190,1,13,170,76.564
4.4,49,59,95,51,52,6,5,26,80,12,15,0,29,107,122,81,1,1,2,84.828
4.7,47,12,97,7,43,7,66,60,24,23,40,6,72,323,1,176,58,154,96,90.27
4.7,51,24,70,65,65,33,47,55,36,39,11,48,12,390,1,362,1,1,177,90.095
3.1,41,76,37,38,61,18,40,33,11,68,28,37,15,365,101,370,142,102,9,59.999
4.1,70,87,47,0,98,13,85,75,56,33,34,72,24,380,1,317,21,161,1,79.031
3.5,0,10,11,97,97,33,46,61,19,91,73,53,49,134,1,118,66,86,418,67.235
3.5,87,61,67,15,79,14,52,63,26,43,82,44,90,362,1,289,350,253,214,67.373
3.5,38,22,98,67,18,16,90,85,2,10,30,38,11,407,92,163,134,1,137,67.432
3,79,37,32,34,25,0,4,73,10,9,56,60,1,243,87,389,75,134,145,58.345
4.4,5,37,16,73,26,38,54,43,22,72,99,17,78,306,109,17,1,1,279,85.338
